CUSTOMER,PRODUCT,TRANSACTION TYPE,YEAR,GROUP TYPE,PROSPECT TYPE,STRATEGIC INITIATIVE,SALES TYPE,PROJECT MANAGER,HANGAR,LINE,UNIT,AMS,AREA,COUNTRY,REGION,AC/ENG/APU/COMP,AC-REG,MAINTENANCE EVENT,MARKET SHARE,SALES PLAN,SALES UPDATED,REMARKS,SO NUMBER,START DATE,TAT,END DATE,SALES LEVEL,STATUS,CANCEL,REASON
Pembangkit Jawa Bali (PJB) UMRO,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,105000,,,,2023-10-01,90,2023-12-29,4,Open,,
Cikarang Listrindo,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,343394,,,,2023-06-01,90,2023-08-29,4,Open,,
Hensan Andalas Putera,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,150000,,,,2023-08-01,90,2023-10-29,3,Open,,
Indocement,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,100000,,,,2023-08-01,90,2023-10-29,4,Open,,
Krakatau Daya Listrik,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,100000,,,,2023-10-01,90,2023-12-29,4,Open,,
Pembangkit Jawa Bali (PJB) Gresik,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,250000,,,,2023-08-01,90,2023-10-29,3,Open,,
Pertamina Geothermal,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,150000,,,,2023-06-01,90,2023-08-29,4,Open,,
Pertamina TPPI (Petrochemical),Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,50000,,,,2023-10-01,45,2023-11-14,4,Open,,
PLNSC ( Prima Layanan Niaga Suku Cadang ),Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,100000,,,,2023-06-01,90,2023-08-29,3,Open,,
Pertamina Power Indonesia (PPI),Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,O&M,,,,650000,,,,2023-04-01,120,2023-07-29,3,Open,,
Pupuk Kujang,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,150000,,,,2023-04-01,90,2023-06-29,3,Open,,
Semen Indonesia Group,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,193103,,,,2023-06-01,90,2023-08-29,4,Open,,
Sulzer,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,1123243,,,,2023-10-01,365,2024-09-29,3,Open,,
PT Vale Indonesia,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,100000,,,,2023-10-01,90,2023-12-29,4,Open,,
Fire Tech Indonesia,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,100000,,,,2023-06-01,90,2023-08-29,4,Open,,
Philipine & Vietnam (power generator),Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,DY,I,,,Generator/ Gas Turbine,,,,350000,,,,2023-10-01,90,2023-12-29,4,Open,,
All Customer - Logistic,Material Trading,TMB Project,2023,NGA,,,RKAP,,,,,AM,I,,,Trading,,,,479762,,,,2023-01-01,30,2023-01-30,3,Open,,
Guangzo Hangxin Avionics,Material Trading,TMB Project,2023,NGA,,,RKAP,,,,,AM,I,,,Trading,,,,86500,,,,2023-02-01,90,2023-05-01,3,Open,,
Pacific Air,Material Trading,TMB Project,2023,NGA,,,RKAP,,,,,AM,I,,,Trading,,,,50000,,,,2023-03-01,90,2023-05-29,4,Open,,
Project Scrap,Material Trading,TMB Project,2023,NGA,,,RKAP,,,,,AM,I,,,Trading,,,,100000,,,,2023-07-01,90,2023-09-28,4,Open,,
PT Maura Cipta Arta,Material Trading,TMB Project,2023,NGA,,,RKAP,,,,,AM,I,,,Trading,,,,50000,,,,2023-05-01,90,2023-07-29,4,Open,,
Pertamina International Shipping,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,AM,I,,,Gas Turbine,,,,100000,,,,2023-10-01,120,2024-01-28,4,Open,,
Kontraktor Kontrak Kerja Sama (K3S) ,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,AM,I,,,Gas Turbine,,,,100000,,,,2023-11-01,120,2024-02-28,4,Open,,
AeroEagle,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,AM,I,,,CFM56-3,,,,1000000,,,,2023-01-01,120,2023-04-30,3,Open,,
Indonesia Power - Tanjung Priok,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Gas Turbine,,Rejuvination,,550000,,,,2023-12-01,150,2024-04-28,3,Open,,
Indonesia Power - Tanjung Priok,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Gas Turbine,,Repair HGC Inner Liner,,500000,,,,2023-12-01,150,2024-04-28,3,Open,,
Jindi - JSJB,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Generator/ Gas Turbine,,Overhaul GTG,,450000,,,,2023-12-01,150,2024-04-28,3,Open,,
Indonesia Power - Bali,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Gas Turbine,,Repair Turbo Charger,,400000,,,,2023-12-01,150,2024-04-28,3,Open,,
Pupuk Indonesia Energy,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Gas Turbine,,GE Frame 5,,250000,,,,2023-08-01,150,2023-12-28,4,Open,,
PTDI,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,GSE,,Docking,,250000,,,,2023-08-01,150,2023-12-28,3,Open,,
Indonesia Power - Bali,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Gas Turbine,,Repair Westing House,,200000,,,,2023-06-01,150,2023-10-28,4,Open,,
Kereta Api Indonesia (KAI),Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Generator,,Repair Generator,,150000,,,,2023-06-01,90,2023-08-29,3,Open,,
Kereta Api Indonesia (KAI),Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Generator,,Repair Generator,,150000,,,,2023-05-01,90,2023-07-29,3,Open,,
Kereta Api Indonesia (KAI),Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Generator,,Repair Generator,,150000,,,,2023-05-01,90,2023-07-29,3,Open,,
Kereta Api Indonesia (KAI),Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Generator,,Repair Generator,,150000,,,,2023-04-01,90,2023-06-29,3,Open,,
Kereta Api Indonesia (KAI),Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Generator,,Repair Generator,,150000,,,,2023-04-01,90,2023-06-29,3,Open,,
Kereta Api Indonesia (KAI),Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Generator,,Repair Generator,,150000,,,,2023-03-01,90,2023-05-29,3,Open,,
Kereta Commuter Indonesia (KCI),Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Motor Generator,,Repair Generator,,100000,,,,2023-03-01,90,2023-05-29,3,Open,,
Pupuk Sriwijaya,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Gas Turbine,,GE Frame 5,,100000,,,,2023-06-01,90,2023-08-29,4,Open,,
Pupuk Kaltim,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Gas Turbine,,GE Frame 5 &  6,,100000,,,,2023-06-01,90,2023-08-29,3,Open,,
Pupuk Petrokimia Gresik,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Gas Turbine,,GE Frame 6,,100000,,,,2023-06-01,90,2023-08-29,4,Open,,
Kaltim Daya Mandiri (KDM),Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Gas Turbine,,GE Frame 6,,100000,,,,2023-06-01,90,2023-08-29,4,Open,,
FSD,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Compressor,,Repair Compressor,,100000,,,,2023-06-01,90,2023-08-29,3,Open,,
Indonesia Power - Bali,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Gas Turbine,,Repair EV Burner,,60000,,,,2023-03-01,45,2023-04-14,4,Open,,
Indonesia Power - Tanjung Priok,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,NA,I,,,Gas Turbine,,Repair Parts,,50000,,,,2023-03-01,45,2023-04-14,3,Open,,
PLN Batam Bright,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,YK,I,,,Gas Turbine,,Repair Parts,,300000,,,,2023-03-01,60,2023-04-29,4,Open,,
PT Barata,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,YK,I,,,Partnership,,Partnership,,1000000,,,,2023-03-01,60,2023-04-29,3,Open,,
PLN Belawan,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,YK,I,,,Gas Turbine,,Repair Parts,,1200000,,,,2023-03-01,60,2023-04-29,3,Open,,
PT MTCN,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,YK,I,,,Gas Turbine,Siemens Frame W501D5A,Repair Parts,,200000,,,,2023-01-01,60,2023-03-01,4,Open,,
Pembangkit Jawa Bali Services (PJBS) / TCDS,Industrial Solution,TMB Project,2023,NGA,,,RKAP,,,,,YK,I,,,Instrumentasi,,Control House Trailer,,600000,,,,2023-02-01,120,2023-05-31,3,Open,,
PT. Wira Jasa Angkasa,Training,TMB Project,2023,NGA,,,RKAP,,,,,PN,I,,,Various,,,,50000,,,,2023-12-01,15,2023-12-15,3,Open,,
AIRBUS,Training,TMB Project,2023,NGA,,,RKAP,,,,,AK,III,,,Various,,,,300000,,,,2023-01-01,11,2023-01-12,2,Open,,
Other Domestic  Retail - Training,Training,TMB Project,2023,NGA,,,RKAP,,,,,YK,I,,,Various,,,,65000,,,,2023-01-01,11,2023-01-12,3,Open,,
Bamboo Airways,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,,C-Check Heavy,,250000,,,,2023-08-01,19,2023-08-19,3,Open,,
Bamboo Airways,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,,C-Check Heavy,,250000,,,,2023-08-01,19,2023-08-19,3,Open,,
Bangkok Airways,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,A320,TBD,C-Check Light,,100000,,,,2023-05-01,9,2023-05-09,3,Open,,
Bangkok Airways,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,A320,TBD,C-Check Light,,100000,,,,2023-09-01,9,2023-09-09,3,Open,,
Cambodia Airways,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,A320,TBD,C-Check Light,,100000,,,,2023-10-01,9,2023-10-09,3,Open,,
Jetstar Pacific,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,A320,TBD,C-Check Heavy,,250000,,,,2023-12-01,19,2023-12-19,3,Open,,
Myanmar Airways International,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,A320,,C-Check Heavy,,250000,,,,2023-05-01,19,2023-05-19,3,Open,,
Myanmar Airways International,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,A320,,C-Check Heavy,,250000,,,,2023-10-01,19,2023-10-19,3,Open,,
Kam Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,B737CL,,C-Check Light,,100000,,,,2023-04-01,9,2023-04-09,3,Open,,
Kam Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,B737CL,,C-Check Light,,100000,,,,2023-08-01,9,2023-08-09,3,Open,,
Kam Air,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,CFM56-3,,Overhaul,,700000,,,,2023-03-01,45,2023-04-14,3,Open,,
Kam Air,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,CFM56-3,,Overhaul,,700000,,,,2023-11-01,45,2023-12-15,3,Open,,
Kam Air,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,CFM56-3,,Overhaul,,700000,,,,2023-12-01,45,2024-01-14,3,Open,,
Sky Angkor Airlines,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,A320,,C-Check Light,,100000,,,,2023-07-01,9,2023-07-09,3,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A630,6 Years Check,,250000,,,,2023-04-28,19,2023-05-16,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A640,6 Years Check,,250000,,,,2023-05-10,19,2023-05-28,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A631,6 Years Check,,250000,,,,2023-05-11,19,2023-05-29,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A641,6 Years Check,,250000,,,,2023-05-30,19,2023-06-17,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A642,6 Years Check,,250000,,,,2023-06-02,19,2023-06-20,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A632,6 Years Check,,250000,,,,2023-10-16,19,2023-11-03,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A633,6 Years Check,,250000,,,,2023-10-27,19,2023-11-14,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A635,6 Years Check,,250000,,,,2023-11-10,19,2023-11-28,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A643,6 Years Check,,250000,,,,2023-11-15,19,2023-12-03,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A645,6 Years Check,,250000,,,,2023-11-24,19,2023-12-12,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A634,6 Years Check,,250000,,,,2023-11-29,19,2023-12-17,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A644,6 Years Check,,250000,,,,2023-12-05,19,2023-12-23,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A636,6 Years Check,,250000,,,,2023-12-07,19,2023-12-25,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A637,6 Years Check,,250000,,,,2023-12-15,19,2024-01-02,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A639,6 Years Check,,250000,,,,2023-12-20,19,2024-01-07,2,Open,,
Vietjet Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,A320,VN-A646,6 Years Check,,250000,,,,2023-12-29,19,2024-01-16,2,Open,,
Vietnam Airlines,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,A330,,C-Check Heavy,,1000000,,,,2023-08-01,60,2023-09-29,3,Open,,
Nepal Airlines,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,C-Check Light,,100000,,,,2023-07-01,9,2023-07-09,3,Open,,
Global Aviation Consultancy,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,B747,,Bridging Check,,1000000,,,,2023-05-01,40,2023-06-09,2,Open,,
Global Aviation Consultancy,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,B747,EX-47001,C-Check,,600000,,,,2023-04-01,25,2023-04-25,2,Open,,
Global Aviation Consultancy,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,TS,II,,,B747,EX-47002,C-Check,,600000,,,,2023-03-01,25,2023-03-25,2,Open,,
Pakistan Intl Airlines,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,C-Check,,250000,,,,2023-12-01,19,2023-09-17,4,Open,,
Serene Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,B737NG,,C-Check,,200000,,,,2023-03-01,15,2023-03-15,3,Open,,
Silk Way,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,B747,,Painting,,400000,,,,2023-07-30,15,2023-08-13,3,Open,,
Silk Way,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,B747,,Painting,,400000,,,,2023-08-18,15,2023-09-01,3,Open,,
Silk Way,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,B747,,Painting,,400000,,,,2023-09-06,15,2023-09-20,3,Open,,
Silk Way,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,B747,,Painting,,400000,,,,2023-09-25,15,2023-10-09,3,Open,,
Silk Way,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,B747,,Painting,,400000,,,,2023-10-14,15,2023-10-28,3,Open,,
Silk Way,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,B747,,Painting,,400000,,,,2023-11-02,15,2023-11-16,3,Open,,
Silk Way,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,B747,,Painting,,400000,,,,2023-11-21,15,2023-12-05,3,Open,,
Biman Bangladesh,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,B737NG,,C-Check Light,,100000,,,,2023-07-01,9,2023-11-09,3,Open,,
Aero Capital Solution,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,B737NG,,Cargo Conversion,,200000,,,,2023-12-01,15,2023-12-14,3,Open,,
IndiGo,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,Light Check,,100000,,,,2023-01-01,9,2023-01-10,3,Open,,
IndiGo,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,Light Check,,100000,,,,2023-05-01,9,2023-02-10,3,Open,,
IndiGo,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,Light Check,,100000,,,,2023-03-01,9,2023-03-10,3,Open,,
IndiGo,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,Light Check,,100000,,,,2023-06-01,9,2023-04-10,3,Open,,
IndiGo,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,Light Check,,100000,,,,2023-05-01,9,2023-05-10,3,Open,,
IndiGo,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,Light Check,,100000,,,,2023-06-01,9,2023-06-10,3,Open,,
IndiGo,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,Light Check,,100000,,,,2023-01-01,9,2023-01-10,3,Open,,
IndiGo,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,Light Check,,100000,,,,2023-03-01,9,2023-03-10,3,Open,,
IndiGo,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,Light Check,,100000,,,,2023-05-01,9,2023-05-10,3,Open,,
IndiGo,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,Light Check,,100000,,,,2023-06-01,9,2023-06-10,3,Open,,
IndiGo,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,Redelivery,,1000000,,,,2023-02-01,60,2023-04-01,3,Open,,
IndiGo,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,DR,II,,,A320,,Redelivery,,1000000,,,,2023-04-01,60,2023-05-30,3,Open,,
Aviation Fleet Support,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,CFM56-3,,Engine Repair,,500000,,,,2023-07-01,35,2023-08-04,2,Open,,
Aviation Fleet Support,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,CFM56-3,,Engine Repair,,500000,,,,2023-10-01,35,2023-11-04,2,Open,,
Geosky,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,B747,,C-Check Heavy + Painting,,1000000,,,,2023-06-01,40,2023-07-10,2,Open,,
Geosky,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,B747,,C-Check Heavy + Painting,,1000000,,,,2023-09-01,40,2023-10-10,2,Open,,
Young Aviation,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,CFM56-3,,Engine Repair,,500000,,,,2023-02-01,35,2023-03-07,2,Open,,
Young Aviation,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,CFM56-3,,Engine Repair,,500000,,,,2023-05-01,35,2023-06-04,2,Open,,
VIV International,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,CFM56-3,,Engine Repair,,500000,,,,2023-04-01,35,2023-05-05,2,Open,,
US-Bangla,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,SS,II,,,B737NG,,C-Check Heavy,,200000,,,,2023-11-01,15,2023-11-15,4,Open,,
Jeju Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,B737NG,,C-Check,,250000,,,,2023-01-01,19,2023-01-19,3,Open,,
Jeju Air,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,B737NG,,C-Check,,250000,,,,2023-12-01,19,2023-12-19,3,Open,,
Indonesia AirAsia,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A320,,C-Check Light,,200000,,,,2023-03-01,15,2023-03-15,2,Open,,
Indonesia AirAsia,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A320,,C-Check Light,,200000,,,,2023-02-01,15,2023-02-15,2,Open,,
Indonesia AirAsia,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A320,,C-Check Light,,200000,,,,2023-03-01,15,2023-03-15,2,Open,,
Indonesia AirAsia,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A320,,C-Check Light,,200000,,,,2023-08-01,15,2023-08-15,2,Open,,
Indonesia AirAsia,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A320,,C-Check Light,,200000,,,,2023-07-01,15,2023-07-15,2,Open,,
Indonesia AirAsia,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A320,,C-Check,,275000,,,,2023-02-01,19,2023-02-19,2,Open,,
Indonesia AirAsia,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A320,,C-Check,,275000,,,,2023-11-01,19,2023-11-19,2,Open,,
Indonesia AirAsia,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,CFM56-5,,Medium Repair,,1000000,,,,2023-05-01,60,2023-06-29,3,Open,,
Indonesia AirAsia,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,CFM56-5,,Medium Repair,,1000000,,,,2023-11-01,60,2023-12-30,3,Open,,
Indonesia AirAsia,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,GTCP131-9A,,APU Overhaul,,300000,,,,2023-02-01,30,2023-03-02,2,Open,,
Indonesia AirAsia,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,GTCP131-9A,,APU Overhaul,,300000,,,,2023-04-01,30,2023-04-30,2,Open,,
Indonesia AirAsia,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,GTCP131-9A,,APU Overhaul,,300000,,,,2023-09-01,30,2023-09-30,2,Open,,
Indonesia AirAsia,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,GTCP131-9A,,APU Overhaul,,300000,,,,2023-10-01,30,2023-10-30,2,Open,,
AirAsia X,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A330,,C-Check Light,,250000,,,,2023-06-01,9,2023-06-09,2,Open,,
AirAsia X,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A330,,C-Check Light,,250000,,,,2023-07-01,9,2023-07-09,2,Open,,
AirAsia X,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A330,,C-Check Light,,250000,,,,2023-08-01,9,2023-08-09,2,Open,,
AirAsia X,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A330,,C-Check Light,,250000,,,,2023-09-01,9,2023-09-09,2,Open,,
AirAsia X,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A330,,C-Check Light,,250000,,,,2023-10-01,9,2023-10-09,2,Open,,
AirAsia X,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A330,,C-Check Light,,250000,,,,2023-05-01,9,2023-05-09,2,Open,,
AirAsia X,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A330,,C-Check,,500000,,,,2023-11-01,21,2023-11-21,2,Open,,
Thai AirAsia X,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A330,,C-Check Light,,250000,,,,2023-08-01,9,2023-08-09,2,Open,,
Thai AirAsia X,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A330,,C-Check Light,,250000,,,,2023-12-01,9,2023-12-09,2,Open,,
T'Way,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,B737NG,,C-Check,,250000,,,,2023-06-01,19,2023-06-19,2,Open,,
Cebu Pacific,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A320,,C-Check Heavy,,250000,,,,2023-01-01,19,2023-01-19,2,Open,,
Cebu Pacific,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A320,,C-Check Heavy,,250000,,,,2023-03-01,19,2023-03-19,2,Open,,
Cebu Pacific,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A330,,C-Check Heavy,,500000,,,,2023-04-01,19,2023-04-19,2,Open,,
Cebu Pacific,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A330,,C-Check Heavy,,500000,,,,2023-10-01,19,2023-10-19,2,Open,,
Cebu Pacific,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,A330,,C-Check Heavy,,500000,,,,2023-09-01,19,2023-09-19,2,Open,,
Cebu Pacific,Engine & APU,TMB Project,2023,NGA,,,RKAP,,,,,IH,II,,,CFM56-5,,Medium Repair,,1000000,,,,2023-07-01,60,2023-08-29,3,Open,,
All Nippon Airways,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,AR,II,,,B737NG,,C-Check,,250000,,,,2023-07-01,19,2023-09-17,4,Open,,
Gainjet,Airframe,TMB Project,2023,NGA,,,RKAP,,,,,AR,II,,,B737CL,,C-Check,,250000,,,,2023-12-01,19,2023-12-17,3,Open,,
