CUSTOMER,PRODUCT,TRANSACTION TYPE,YEAR,GROUP TYPE,PROSPECT TYPE,STRATEGIC INITIATIVE,SALES TYPE,PROJECT MANAGER,HANGAR,LINE,UNIT,AMS,AREA,COUNTRY,REGION,AC/ENG/APU/COMP,AC-REG,MAINTENANCE EVENT,MARKET SHARE,SALES PLAN,Sales Updated,REMARKS,SO NUMBER,START DATE,TAT,END DATE,SALES LEVEL,STATUS,CANCEL,REASON
Garuda Indonesia,Airframe,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Dec,68882,68882,47528,,,12/1/2022,31,1/1/2023,1,Open,,
Garuda Indonesia,Airframe,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Nov,68882,68882,47528,,,11/1/2022,30,12/1/2022,1,Open,,
Garuda Indonesia,Airframe,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Oct,68882,68882,47528,,,10/1/2022,31,11/1/2022,1,Closed - In,,
Garuda Indonesia,Airframe,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Sept,68882,68882,47528,,,9/1/2022,30,10/1/2022,1,Closed - In,,
Garuda Indonesia,Airframe,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Aug,68882,68882,47528,,,8/1/2022,31,9/1/2022,1,Closed - In,,
Garuda Indonesia,Airframe,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance July,68882,68882,47528,,,7/1/2022,31,8/1/2022,1,Closed - In,,
Garuda Indonesia,Airframe,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance June,68882,68882,47528,,,6/1/2022,30,7/1/2022,1,Closed - In,,
Garuda Indonesia,Airframe,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance May,68882,68882,47528,,,5/1/2022,31,6/1/2022,1,Closed - In,,
Garuda Indonesia,Airframe,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Apr,68882,68882,47528,,,4/1/2022,30,5/1/2022,1,Closed - In,,
Garuda Indonesia,Airframe,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Mar,68882,68882,47528,,,3/1/2022,31,4/1/2022,1,Closed - In,,
Garuda Indonesia,Airframe,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Feb,68882,68882,47528,,,2/1/2022,28,3/1/2022,1,Closed - In,,
Garuda Indonesia,Airframe,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Jan,68882,68882,47528,,,1/1/2022,31,2/1/2022,1,Closed - In,,
Garuda Indonesia,Airframe,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,PK-GPU,D04-Check,2143276,2143276,2143276,,,11/4/2022,30,12/4/2022,1,Closed - In,,
Garuda Indonesia,Airframe,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,PK-GPY,D01-Check,1619994,1619994,1619994,,,15/07/2022,46,30/08/2022,2,Cancelled,Missed Plan,Cancelled by system - AMS not Updated Data per 30 Oct 2022
Garuda Indonesia,Airframe,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,PK-GPV,D01-Check,1582467,1582467,1582467,,,5/5/2022,46,20/06/2022,1,Closed - Sales,,
Garuda Indonesia,Airframe,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,PK-GHC,D01-Check,1619994,1619994,1619994,,,7/1/2022,46,16/08/2022,2,Cancelled,Missed Plan,Cancelled by system - AMS not Updated Data per 30 Oct 2022
Garuda Indonesia,Airframe,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,PK-GHA,D01-Check,1619994,1619994,1619994,,,22/05/2022,46,7/7/2022,1,Closed - In,,
Garuda Indonesia,Airframe,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,PK-GPU,D01-Check,1619994,1619994,1619994,,,2/3/2022,46,21/03/2022,2,Cancelled,Missed plan,NA
Garuda Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Dec,845170,845170,583167,,,12/1/2022,31,1/1/2023,1,Open,,
Garuda Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Nov,845170,845170,583167,,,11/1/2022,30,12/1/2022,1,Open,,
Garuda Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Oct,845170,845170,583167,,,10/1/2022,31,11/1/2022,1,Closed - In,,
Garuda Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Sept,845170,845170,583167,,,9/1/2022,30,10/1/2022,1,Closed - In,,
Garuda Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Aug,845170,845170,583167,,,8/1/2022,31,9/1/2022,1,Closed - In,,
Garuda Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance July,845170,845170,583167,,,7/1/2022,31,8/1/2022,1,Closed - In,,
Garuda Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance June,845170,845170,583167,,,6/1/2022,30,7/1/2022,1,Closed - In,,
Garuda Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance May,845170,845170,583167,,,5/1/2022,31,6/1/2022,1,Closed - In,,
Garuda Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Apr,845170,845170,583167,,,4/1/2022,30,5/1/2022,1,Closed - In,,
Garuda Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Mar,845170,845170,583167,,,3/1/2022,31,4/1/2022,1,Closed - In,,
Garuda Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Feb,845170,845170,583167,,,2/1/2022,28,3/1/2022,1,Closed - In,,
Garuda Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,Various,Various,Monthly budget maintenance Jan,845170,845170,583167,,,1/1/2022,31,2/1/2022,1,Closed - In,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,Various,Various,Monthly budget maintenance Dec,891145,891145,891145,,,12/1/2022,31,1/1/2023,1,Open,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,Various,Various,Monthly budget maintenance Nov,891145,891145,891145,,,11/1/2022,30,12/1/2022,1,Open,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,Various,Various,Monthly budget maintenance Oct,891145,891145,891145,,,10/1/2022,31,11/1/2022,1,Closed - Sales,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,Various,Various,Monthly budget maintenance Sept,891145,891145,891145,,,9/1/2022,30,10/1/2022,1,Closed - In,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,Various,Various,Monthly budget maintenance Aug,891145,891145,891145,,,8/1/2022,31,9/1/2022,1,Closed - In,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,Various,Various,Monthly budget maintenance July,891145,891145,891145,,,7/1/2022,31,8/1/2022,1,Closed - In,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,Various,Various,Monthly budget maintenance June,891145,891145,891145,,,6/1/2022,30,7/1/2022,1,Closed - In,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,Various,Various,Monthly budget maintenance May,891145,891145,891145,,,5/1/2022,31,6/1/2022,1,Closed - In,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,Various,Various,Monthly budget maintenance Apr,891145,891145,891145,,,4/1/2022,30,5/1/2022,1,Closed - In,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,Various,Various,Monthly budget maintenance Mar,891145,891145,891145,,,3/1/2022,31,4/1/2022,1,Closed - In,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,Various,Various,Monthly budget maintenance Feb,891145,891145,891145,,,2/1/2022,28,3/1/2022,1,Closed - In,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,Various,Various,Monthly budget maintenance Jan,891145,891145,803851,,,1/1/2022,31,2/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,PK-GEN,Landing Gear Overhaul,74986,74986,74986,,,15/11/2022,56,1/10/2023,3,Cancelled,Missed plan,NA
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Availability Inhouse B737NG,50000,50000,150000,,,12/1/2022,31,1/1/2023,1,Open,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Availability Inhouse B737NG,50000,50000,150000,,,11/1/2022,30,12/1/2022,1,Open,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Availability Inhouse B737NG,50000,50000,150000,,,10/1/2022,31,11/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Availability Inhouse B737NG,50000,50000,150000,,,9/1/2022,30,10/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Availability Inhouse B737NG,50000,50000,150000,,,8/1/2022,31,9/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Availability Inhouse B737NG,50000,50000,150000,,,7/1/2022,31,8/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Availability Inhouse B737NG,50000,50000,150000,,,6/1/2022,30,7/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Availability Inhouse B737NG,50000,50000,150000,,,5/1/2022,31,6/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Availability Inhouse B737NG,50000,50000,150000,,,4/1/2022,30,5/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Availability Inhouse B737NG,50000,50000,150000,,,3/1/2022,31,4/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Availability Inhouse B737NG,50000,50000,150000,,,2/1/2022,28,3/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Availability Inhouse B737NG,50000,50000,150000,,,1/1/2022,31,2/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Availability Inhouse A330,150000,150000,25000,,,12/1/2022,31,1/1/2023,1,Open,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Availability Inhouse A330,150000,150000,25000,,,11/1/2022,30,12/1/2022,1,Open,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Availability Inhouse A330,150000,150000,25000,,,10/1/2022,31,11/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Availability Inhouse A330,150000,150000,25000,,,9/1/2022,30,10/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Availability Inhouse A330,150000,150000,25000,,,8/1/2022,31,9/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Availability Inhouse A330,150000,150000,25000,,,7/1/2022,31,8/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Availability Inhouse A330,150000,150000,25000,,,6/1/2022,30,7/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Availability Inhouse A330,150000,150000,25000,,,5/1/2022,31,6/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Availability Inhouse A330,150000,150000,25000,,,4/1/2022,30,5/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Availability Inhouse A330,150000,150000,25000,,,3/1/2022,31,4/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Availability Inhouse A330,150000,150000,25000,,,2/1/2022,28,3/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Availability Inhouse A330,150000,150000,25000,,,1/1/2022,31,2/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Pooling Component B737NG,471918,471918,471918,,,12/1/2022,31,1/1/2023,1,Open,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Pooling Component B737NG,471918,471918,471918,,,11/1/2022,30,12/1/2022,1,Open,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Pooling Component B737NG,471918,471918,471918,,,10/1/2022,31,11/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Pooling Component B737NG,471918,471918,471918,,,9/1/2022,30,10/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Pooling Component B737NG,471918,471918,471918,,,8/1/2022,31,9/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Pooling Component B737NG,471918,471918,471918,,,7/1/2022,31,8/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Pooling Component B737NG,471918,471918,471918,,,6/1/2022,30,7/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Pooling Component B737NG,471918,471918,471918,,,5/1/2022,31,6/1/2022,1,Cancelled,Missed plan,No capability
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Pooling Component B737NG,471918,471918,471918,,,4/1/2022,30,5/1/2022,1,Cancelled,Missed plan,Change Product
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Pooling Component B737NG,471918,471918,471918,,,3/1/2022,31,4/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Pooling Component B737NG,471918,471918,471918,,,2/1/2022,28,3/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,B737NG,Various,Pooling Component B737NG,471918,471918,471918,,,1/1/2022,31,2/1/2022,1,Cancelled,Missed plan,change to TMB retail
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Pooling Component A330,175000,175000,175000,,,12/1/2022,31,1/1/2023,1,Open,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Pooling Component A330,175000,175000,175000,,,11/1/2022,30,12/1/2022,1,Open,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Pooling Component A330,175000,175000,175000,,,10/1/2022,31,11/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Pooling Component A330,175000,175000,175000,,,9/1/2022,30,10/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Pooling Component A330,175000,175000,175000,,,8/1/2022,31,9/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Pooling Component A330,175000,175000,175000,,,7/1/2022,31,8/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Pooling Component A330,175000,175000,175000,,,6/1/2022,30,7/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Pooling Component A330,175000,175000,175000,,,5/1/2022,31,6/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Pooling Component A330,175000,175000,175000,,,4/1/2022,30,5/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Pooling Component A330,175000,175000,175000,,,3/1/2022,31,4/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Pooling Component A330,175000,175000,175000,,,2/1/2022,28,3/1/2022,1,Closed - In,,
Garuda Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,RY,KAM,,,A330,Various,Pooling Component A330,175000,175000,96500,,,1/1/2022,31,2/1/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,,POOLING A320,16000,16000,31485,,,12/1/2022,30,31/12/2022,4,Open,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,,POOLING A320,16000,16000,31485,,,11/1/2022,30,12/1/2022,4,Open,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,Rotable Component,POOLING A320,16000,16000,31485,,,10/1/2022,30,31/10/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,VARIOUS,POOLING A320,16000,16000,31485,,,9/1/2022,30,10/1/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,A320,POOLING A320,16000,16000,31485,SO 71977,,8/1/2022,30,31/08/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,various,POOLING A320,16000,16000,31485,,,7/1/2022,30,31/07/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,various,POOLING A320,16000,16000,31485,,,6/1/2022,30,7/1/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,A320,POOLING A320,16000,16000,31485,CA : GMF/TPM-2901/22 NOT SIGNED YET,,5/1/2022,30,31/05/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,,POOLING A320,16000,16000,31485,,,4/1/2022,30,5/1/2022,4,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,,POOLING A320,16000,16000,31485,,,3/1/2022,30,31/03/2022,4,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,,POOLING A320,16000,16000,31485,,,2/1/2022,30,3/3/2022,4,Closed - In,,
Citilink Indonesia,Component,PBTH,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,A320,POOLING A320,16000,16000,31485,CA : GMF/TPQ-C/008/01/2022 NOT SIGNED YET,,1/1/2022,30,31/01/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,ATR 42/72,,POOLING ATR (EX GA),23220,23220,23220,,,12/1/2022,30,31/12/2022,4,Open,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,ATR 42/72,,POOLING ATR (EX GA),23220,23220,23220,,,11/1/2022,30,12/1/2022,4,Open,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,ATR 42/72,Rotable Component,POOLING ATR (EX GA),23220,23220,23220,,,10/1/2022,30,31/10/2022,1,Closed - Sales,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,ATR 42/72,PK-GJA/P/R/S,POOLING ATR (EX GA),23220,23220,23220,,,9/1/2022,30,10/1/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,ATR 42/72,"PK-GJA,P,R,S",POOLING ATR (EX GA),23220,23220,39574,,,8/1/2022,30,31/08/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,ATR 42/72,"pk-gja,p,r,s",POOLING ATR (EX GA),23220,23220,23220,,,7/1/2022,30,31/07/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,ATR 42/72,"PK-GJA,P,R,S",POOLING ATR (EX GA),23220,23220,52723,,,6/1/2022,30,7/1/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,ATR 42/72,PK-GJA/P/R/S,POOLING ATR (EX GA),23220,23220,69468,CA NOT SUBMITTED YET D/T AGREEMENT,,5/1/2022,30,31/05/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,ATR 42/72,,POOLING ATR (EX GA),23220,23220,47758,,,4/1/2022,30,5/1/2022,4,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,ATR 42/72,,POOLING ATR (EX GA),23220,23220,52626,,,3/1/2022,30,31/03/2022,4,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,ATR 42/72,,POOLING ATR (EX GA),23220,23220,49036,,,2/1/2022,30,3/3/2022,4,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,ATR 42/72,,POOLING ATR (EX GA),23220,23220,53536,,,1/1/2022,30,31/01/2022,4,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,,POOLING TURKISH,300000,300000,300000,,,12/1/2022,30,31/12/2022,4,Open,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,,POOLING TURKISH,300000,300000,300000,,,11/1/2022,30,12/1/2022,4,Open,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,Rotable Component,POOLING TURKISH,300000,300000,300000,,,10/1/2022,30,31/10/2022,4,Closed - Sales,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,PK-GJA/P/R/S,POOLING TURKISH,300000,300000,300000,,,9/1/2022,30,10/1/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,A320,POOLING TURKISH,300000,300000,600313,,,8/1/2022,30,31/08/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,various,POOLING TURKISH,300000,300000,500000,GMF/TPM-3366/22 nilai actual updated asap,,7/1/2022,30,31/07/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,varoius,POOLING TURKISH,300000,300000,667319,,,6/1/2022,30,7/1/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,A320,POOLING TURKISH,300000,300000,673692,CA : GMF/TPM-2900/22 NOT SIGNED YET,,5/1/2022,30,31/05/2022,1,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,,POOLING TURKISH,300000,300000,646656,,,4/1/2022,30,5/1/2022,4,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,,POOLING TURKISH,300000,300000,553105,,,3/1/2022,30,31/03/2022,4,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,,POOLING TURKISH,300000,300000,553026,,,2/1/2022,30,3/3/2022,4,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,,POOLING TURKISH,300000,300000,621579,,,1/1/2022,30,31/01/2022,4,Closed - In,,
Citilink Indonesia,Component,TMB,2022,GA,ORGANIC,,RKAP,,,,,AP,KAM,,,A320,PK-GJA,OVH L/G,200000,200000,200000,No capability for SV LDG ATR,,11/12/2022,78,29/01/2023,1,Cancelled,Capacity Capability Issue,No capability for ATR LDG Ovh
